pair_id,change_index,operation_type,semantic_type,significance_label,requires_manual_review,old_preview,new_preview,explanation,warning
ruslawod_pair_0025,1,modified,deadline,critical,False,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О прекращении полномочий членов Совета Федерации Федерального Собрания Российской Ф...,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О прекращении полномочий членов Совета Федерации Федерального Собрания Российской Ф...,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=deadline.",
ruslawod_pair_0026,1,modified,editorial,editorial,False,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Об изменениях составов комитетов Совета Федерации Совет Федерации Федерального Собр...,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Об изменениях составов комитетов Совета Федерации Совет Федерации Федерального Собр...,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0027,1,modified,editorial,editorial,False,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0028,1,modified,editorial,editorial,False,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0029,1,modified,editorial,editorial,False,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0030,1,modified,editorial,editorial,False,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0031,1,modified,editorial,editorial,False,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в Кодекс Российской Федерации об админис...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в Кодекс Российской Федерации об админис...","Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0032,1,modified,procedure,important,False,МИНИСТЕРСТВО СТРОИТЕЛЬСТВА И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПРИКАЗ Москва 4 апреля 2023 г. № 248/пр О внесении изменений в форму градос...,Министерство юстиции Российской Федерации ЗАРЕГИСТРИРОВАНО Регистрационный № 78202 от 20 мая 2024 г. МИНИСТЕРСТВО СТРОИТЕЛЬСТВА И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙ...,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure, entities=procedure_change.",
ruslawod_pair_0033,1,modified,editorial,editorial,False,Министерство юстиции Российской Федерации ЗАРЕГИСТРИРОВАНО Регистрационный № 84324 от 28 ноября 2025 г. МИНИСТЕРСТВО ФИНАНСОВ РОССИЙСКОЙ ФЕДЕРАЦИИ ПРИКАЗ Мос...,Министерство юстиции Российской Федерации ЗАРЕГИСТРИРОВАНО Регистрационный № 84324 от 28 ноября 2025 г. МИНИСТЕРСТВО ФИНАНСОВ РОССИЙСКОЙ ФЕДЕРАЦИИ ПРИКАЗ Мос...,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0034,1,modified,editorial,editorial,False,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За активное участие в работе по подготовке и проведению выборов в органы местного самоуправления Рес...,"РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За большой вклад в дело патриотического и нравственного воспитания молодежи, активное участие в поис...","Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0035,1,modified,procedure,important,False,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За высокие спортивные достижения на XXVII Всемирной зимней универсиаде 2015 года в городе Штрбске-Пл...,"РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За самоотверженность и высокий профессионализм, проявленные в борьбе с коронавирусной инфекцией (COV...","Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure, entities=procedure_change, important_keywords.",
ruslawod_pair_0036,1,modified,obligation,critical,False,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За активное участие в подготовке и проведении церемонии вступления в должность Президента Российской...,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За достигнутые трудовые успехи и многолетнюю добросовестную работу наградить Почетной грамотой Прези...,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=obligation, entities=staff_action, critical_keywords.",
ruslawod_pair_0037,1,modified,document,critical,False,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За активное участие в работе Комиссии по вопросам помилования при Президенте Российской Федерации об...,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За заслуги в области культуры и многолетнюю плодотворную деятельность объявить благодарность: АВДОНИ...,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=document.",
ruslawod_pair_0038,1,modified,obligation,critical,False,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За большой вклад в развитие электроэнергетики страны и достигнутые трудовые успехи объявить благодар...,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За достигнутые трудовые успехи и многолетнюю добросовестную работу наградить Почетной грамотой Прези...,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=obligation, entities=staff_action, critical_keywords.",
ruslawod_pair_0039,1,modified,editorial,editorial,False,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За заслуги в развитии отечественного авиационного приборостроения объявить благодарность коллективу...,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За заслуги в становлении и развитии казначейской системы Российской Федерации наградить Почетной гра...,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0040,1,modified,editorial,editorial,False,РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За многолетнюю добросовестную работу объявить благодарность: БУЯКОВОЙ Ольге Вячеславовне - заместите...,"РАСПОРЯЖЕНИЕ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О поощрении За большой вклад в развитие химической науки, разработку прогрессивных технологий, создание новых ма...","Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",
ruslawod_pair_0041,1,modified,procedure,important,False,"РЕШЕНИЕ КОНСТИТУЦИОННОГО СУДА РОССИЙСКОЙ ФЕДЕРАЦИИ город Санкт-Петербург 24 марта 2022 года Конституционный Суд Российской Федерации, рассмотрев в заседании...","РЕШЕНИЕ КОНСТИТУЦИОННОГО СУДА РОССИЙСКОЙ ФЕДЕРАЦИИ город Санкт-Петербург 23 марта 2023 года Конституционный Суд Российской Федерации, рассмотрев в заседании...","Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure, entities=procedure_change, important_keywords.",
ruslawod_pair_0042,1,modified,procedure,important,False,УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О награждении государственными наградами Российской Федерации За достигнутые трудовые успехи и многолетнюю добросовестну...,"УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О награждении государственными наградами Российской Федерации За заслуги в развитии отечественной культуры и искусства,...","Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure, entities=procedure_change.",
ruslawod_pair_0043,1,modified,procedure,important,False,УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О награждении государственными наградами Российской Федерации За заслуги перед государством и многолетний добросовестный...,УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О награждении государственными наградами Российской Федерации За достигнутые трудовые успехи и многолетнюю добросовестну...,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure, entities=procedure_change.",
ruslawod_pair_0044,1,modified,procedure,important,False,УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О награждении государственными наградами Российской Федерации За большой вклад в развитие отечественной науки и многолет...,УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О награждении государственными наградами Российской Федерации За активную общественную работу по социальной поддержке ве...,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure, entities=procedure_change.",
