example_id,source,source_file,pair_id,change_id,old_text,new_text,combined_text,operation_type,semantic_type,significance_label,high_priority_label,is_gold,is_synthetic,is_weak,label_source,confidence,notes,old_length,new_length,length_delta,relative_length_delta,has_number,has_date,has_deadline_terms,has_obligation_terms,has_refusal_terms,has_document_terms,has_responsibility_terms,has_procedure_terms,has_payment_terms,has_editorial_terms,has_legal_reference,has_modal_verbs,text_complexity_bucket,y_significance,y_high_priority,y_semantic_type,rule_based_label,rule_based_confidence,rule_based_reason,rule_based_requires_manual_review
synthetic_deadline_change_009:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_deadline_change_009,chg_001,Срок ответа на внутренний запрос составляет 11 рабочих дней.,Срок ответа на внутренний запрос составляет 5 рабочих дней.,Срок ответа на внутренний запрос составляет 11 рабочих дней. Срок ответа на внутренний запрос составляет 5 рабочих дней.,modified,deadline_change,critical,1,0,1,0,curated_synthetic,0.9,Сокращен внутренний срок ответа.,60,59,1,0.0167,1,0,1,0,0,0,0,0,0,0,0,0,medium,critical,1,deadline_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_deadline_change_010:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_deadline_change_010,chg_001,Проверка полномочий проводится в течение 8 рабочих дней.,Проверка полномочий проводится в течение 2 рабочих дней.,Проверка полномочий проводится в течение 8 рабочих дней. Проверка полномочий проводится в течение 2 рабочих дней.,modified,deadline_change,critical,1,0,1,0,curated_synthetic,0.9,Сокращен срок проверки полномочий.,56,56,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,short,critical,1,deadline_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_obligation_change_002:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_obligation_change_002,chg_001,,Ответственный специалист обязан проверить комплектность документов до регистрации обращения.,Ответственный специалист обязан проверить комплектность документов до регистрации обращения.,added,obligation_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена обязанность предварительной проверки.,0,92,92,1.0,0,0,0,1,0,1,0,0,0,0,0,1,short,critical,1,obligation_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_obligation_change_003:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_obligation_change_003,chg_001,,Сотрудник обязан зафиксировать причину отказа в журнале регистрации.,Сотрудник обязан зафиксировать причину отказа в журнале регистрации.,added,obligation_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена обязанность фиксации причины отказа.,0,68,68,1.0,0,0,0,1,0,0,0,0,0,0,0,1,short,critical,1,obligation_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_obligation_change_004:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_obligation_change_004,chg_001,,Специалист обязан приложить копию доверенности к электронному досье.,Специалист обязан приложить копию доверенности к электронному досье.,added,obligation_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена обязанность приложить документ.,0,68,68,1.0,0,0,0,1,0,0,0,0,0,0,0,1,short,critical,1,obligation_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_obligation_change_006:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_obligation_change_006,chg_001,,Ответственный специалист обязан уведомить руководителя о нарушении срока обработки.,Ответственный специалист обязан уведомить руководителя о нарушении срока обработки.,added,obligation_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена обязанность эскалации.,0,83,83,1.0,0,0,0,1,0,0,0,0,0,0,0,1,short,critical,1,obligation_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_obligation_change_007:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_obligation_change_007,chg_001,,Сотрудник обязан сформировать проект ответа в течение одного рабочего дня.,Сотрудник обязан сформировать проект ответа в течение одного рабочего дня.,added,obligation_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена обязанность оперативной подготовки ответа.,0,74,74,1.0,0,0,1,1,0,0,0,0,0,0,0,1,short,critical,1,obligation_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_obligation_change_008:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_obligation_change_008,chg_001,,Исполнитель обязан проверить наличие обязательных приложений перед передачей дела.,Исполнитель обязан проверить наличие обязательных приложений перед передачей дела.,added,obligation_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена обязанность проверки приложений.,0,82,82,1.0,0,0,0,1,0,0,0,0,0,0,0,1,short,critical,1,obligation_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_obligation_change_010:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_obligation_change_010,chg_001,,Специалист обязан внести отметку о проведении консультации в учетную систему.,Специалист обязан внести отметку о проведении консультации в учетную систему.,added,obligation_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена обязанность регистрации консультации.,0,77,77,1.0,0,0,0,1,0,0,0,0,0,0,0,1,short,critical,1,obligation_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_refusal_ground_change_002:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_refusal_ground_change_002,chg_001,,Основанием для отказа является несоответствие доверенности установленной форме.,Основанием для отказа является несоответствие доверенности установленной форме.,added,refusal_ground_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлено основание отказа по доверенности.,0,79,79,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,refusal_ground_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_refusal_ground_change_004:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_refusal_ground_change_004,chg_001,,Основанием для отказа является предоставление недостоверных сведений о заявителе.,Основанием для отказа является предоставление недостоверных сведений о заявителе.,added,refusal_ground_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлено основание отказа по достоверности.,0,81,81,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,refusal_ground_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_refusal_ground_change_006:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_refusal_ground_change_006,chg_001,,"Основанием для отказа является отсутствие документа, подтверждающего полномочия представителя.","Основанием для отказа является отсутствие документа, подтверждающего полномочия представителя.",added,refusal_ground_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлено основание отказа по полномочиям.,0,94,94,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,refusal_ground_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_refusal_ground_change_007:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_refusal_ground_change_007,chg_001,,Основанием для отказа является отсутствие согласия на обработку персональных данных.,Основанием для отказа является отсутствие согласия на обработку персональных данных.,added,refusal_ground_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлено основание отказа по согласию.,0,84,84,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,refusal_ground_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_refusal_ground_change_008:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_refusal_ground_change_008,chg_001,,Основанием для отказа является непредставление оригинала платежного документа.,Основанием для отказа является непредставление оригинала платежного документа.,added,refusal_ground_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлено основание отказа по платежному документу.,0,78,78,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,refusal_ground_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_refusal_ground_change_010:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_refusal_ground_change_010,chg_001,,Основанием для отказа является нарушение условий допуска к процедуре.,Основанием для отказа является нарушение условий допуска к процедуре.,added,refusal_ground_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлено основание отказа по условиям допуска.,0,69,69,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,refusal_ground_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_responsibility_change_001:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_responsibility_change_001,chg_001,,За нарушение срока обработки заявления сотрудник несет дисциплинарную ответственность.,За нарушение срока обработки заявления сотрудник несет дисциплинарную ответственность.,added,responsibility_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена дисциплинарная ответственность.,0,86,86,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,responsibility_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_responsibility_change_002:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_responsibility_change_002,chg_001,,За несвоевременное уведомление заявителя ответственный специалист несет персональную ответственность.,За несвоевременное уведомление заявителя ответственный специалист несет персональную ответственность.,added,responsibility_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена персональная ответственность.,0,101,101,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,responsibility_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_responsibility_change_003:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_responsibility_change_003,chg_001,,За неправомерный отказ в приеме документов сотрудник подлежит служебной проверке.,За неправомерный отказ в приеме документов сотрудник подлежит служебной проверке.,added,responsibility_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена ответственность за неправомерный отказ.,0,81,81,1.0,0,0,0,1,1,1,0,0,0,0,0,1,short,critical,1,responsibility_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_responsibility_change_005:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_responsibility_change_005,chg_001,,За разглашение служебной информации сотрудник несет ответственность по внутренним правилам.,За разглашение служебной информации сотрудник несет ответственность по внутренним правилам.,added,responsibility_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена ответственность за разглашение.,0,91,91,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,responsibility_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_responsibility_change_006:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_responsibility_change_006,chg_001,,За утрату бумажного досье сотрудник несет материальную ответственность.,За утрату бумажного досье сотрудник несет материальную ответственность.,added,responsibility_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена материальная ответственность.,0,71,71,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,responsibility_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_responsibility_change_007:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_responsibility_change_007,chg_001,,За несоблюдение порядка передачи дела сотрудник несет дисциплинарную ответственность.,За несоблюдение порядка передачи дела сотрудник несет дисциплинарную ответственность.,added,responsibility_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена ответственность за передачу дела.,0,85,85,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,responsibility_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_responsibility_change_008:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_responsibility_change_008,chg_001,,За искажение сведений в учетной системе специалист подлежит внутреннему разбирательству.,За искажение сведений в учетной системе специалист подлежит внутреннему разбирательству.,added,responsibility_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена ответственность за искажение сведений.,0,88,88,1.0,0,0,0,1,0,0,0,0,0,0,0,1,short,critical,1,responsibility_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_responsibility_change_010:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_responsibility_change_010,chg_001,,За отсутствие отметки о консультации сотрудник несет ответственность по правилам подразделения.,За отсутствие отметки о консультации сотрудник несет ответственность по правилам подразделения.,added,responsibility_change,critical,1,0,1,0,curated_synthetic,0.9,Добавлена ответственность за отсутствие отметки.,0,95,95,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,critical,1,responsibility_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
pair_05_editorial_change:chg_001,significance_gold_results,experiments/significance/significance_results.csv,pair_05_editorial_change,chg_001,Сотрудник осуществляет проверку документов на предмет комплектности.,Сотрудник выполняет проверку документов на предмет комплектности.,Сотрудник осуществляет проверку документов на предмет комплектности. Сотрудник выполняет проверку документов на предмет комплектности.,modified,editorial,editorial,0,1,0,0,significance_results_csv,1.0,"Редакционная замена глагола без изменения обязанности, срока, перечня документов или процедуры.",68,65,3,0.0441,0,0,0,0,0,1,0,0,0,0,0,0,medium,editorial,0,editorial,editorial,1.0,Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial.,0
pair_08_reordered_structure:chg_001,significance_gold_results,experiments/significance/significance_results.csv,pair_08_reordered_structure,chg_001,Контроль полноты сведений проводится до регистрации обращения.,Контроль полноты сведений проводится до регистрации обращения.,Контроль полноты сведений проводится до регистрации обращения. Контроль полноты сведений проводится до регистрации обращения.,moved,structure,editorial,0,1,0,0,significance_results_csv,1.0,Фрагмент перенесен в другой структурный раздел без изменения содержания.,62,62,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,medium,editorial,0,structure,editorial,1.0,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=structure, normalized_text_equal.",0
synthetic_formatting_or_editorial_change_001:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_formatting_or_editorial_change_001,chg_001,Контроль полноты сведений проводится до регистрации обращения.,Контроль полноты сведений проводится до регистрации обращения.,Контроль полноты сведений проводится до регистрации обращения. Контроль полноты сведений проводится до регистрации обращения.,moved,formatting_or_editorial_change,editorial,0,0,1,0,curated_synthetic,0.9,Перенос фрагмента без изменения содержания.,62,62,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,medium,editorial,0,formatting_or_editorial_change,editorial,0.85,Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: normalized_text_equal.,0
synthetic_formatting_or_editorial_change_002:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_formatting_or_editorial_change_002,chg_001,Порядок уведомления заявителя определяется регламентом.,Порядок уведомления заявителя определяется регламентом.,Порядок уведомления заявителя определяется регламентом. Порядок уведомления заявителя определяется регламентом.,moved,formatting_or_editorial_change,editorial,0,0,1,0,curated_synthetic,0.9,Структурный перенос без изменения текста.,55,55,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,short,editorial,0,formatting_or_editorial_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_formatting_or_editorial_change_003:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_formatting_or_editorial_change_003,chg_001,Форма заявления приведена в приложении 1.,Форма заявления приведена в приложении 1.,Форма заявления приведена в приложении 1. Форма заявления приведена в приложении 1.,moved,formatting_or_editorial_change,editorial,0,0,1,0,curated_synthetic,0.9,Перенос строки в другой раздел без изменения смысла.,41,41,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,formatting_or_editorial_change,editorial,0.85,Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: normalized_text_equal.,0
synthetic_formatting_or_editorial_change_004:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_formatting_or_editorial_change_004,chg_001,Справочный номер обращения указывается в уведомлении.,Справочный номер обращения указывается в уведомлении.,Справочный номер обращения указывается в уведомлении. Справочный номер обращения указывается в уведомлении.,moved,formatting_or_editorial_change,editorial,0,0,1,0,curated_synthetic,0.9,Редакционный перенос пункта.,53,53,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,formatting_or_editorial_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_formatting_or_editorial_change_005:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_formatting_or_editorial_change_005,chg_001,Контактные данные публикуются на стенде подразделения.,Контактные данные публикуются на стенде подразделения.,Контактные данные публикуются на стенде подразделения. Контактные данные публикуются на стенде подразделения.,moved,formatting_or_editorial_change,editorial,0,0,1,0,curated_synthetic,0.9,Техническая перестановка без смыслового эффекта.,54,54,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,formatting_or_editorial_change,editorial,0.85,Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: normalized_text_equal.,0
synthetic_formatting_or_editorial_change_006:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_formatting_or_editorial_change_006,chg_001,Заявитель вправе получить консультацию сотрудника.,Заявитель вправе получить консультацию сотрудника.,Заявитель вправе получить консультацию сотрудника. Заявитель вправе получить консультацию сотрудника.,moved,formatting_or_editorial_change,editorial,0,0,1,0,curated_synthetic,0.9,Перестановка блока без изменения текста.,50,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,short,editorial,0,formatting_or_editorial_change,editorial,0.85,Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: normalized_text_equal.,0
synthetic_formatting_or_editorial_change_007:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_formatting_or_editorial_change_007,chg_001,Документы проверяются после регистрации обращения.,Документы проверяются после регистрации обращения.,Документы проверяются после регистрации обращения. Документы проверяются после регистрации обращения.,moved,formatting_or_editorial_change,editorial,0,0,1,0,curated_synthetic,0.9,Изменена позиция фрагмента без изменения смысла.,50,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,formatting_or_editorial_change,editorial,0.85,Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: normalized_text_equal.,0
synthetic_formatting_or_editorial_change_009:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_formatting_or_editorial_change_009,chg_001,Результат проверки отражается в журнале учета.,Результат проверки отражается в журнале учета.,Результат проверки отражается в журнале учета. Результат проверки отражается в журнале учета.,moved,formatting_or_editorial_change,editorial,0,0,1,0,curated_synthetic,0.9,Перенос записи в другой раздел.,46,46,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,formatting_or_editorial_change,editorial,0.85,Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: normalized_text_equal.,0
